orderNo,startTime,endTime,speaker,contentType,transcript,disfluency1,disfluency2,translation
60,1440.467281,1440.938127,1,speech,hmm,1,NULL,
61,1440.938127,1451.866874,2,speech,"అన్ని చెయ్యలేను so నీ దగర నీ దగ్గర అన్ని talents ఉన్నాయి కదా I I will purchase you ఆ the script from you and writer songs from him and music from him",000110000001000110000000000000,NULL,"I can't do everything so you have all talents. I will purchase the script from you and the songs and music from him."
62,1452.692274,1452.975917,1,overlap,NULL,NULL,NULL,NULL
63,1452.975917,1454.03674,2,speech,"Direction from somebody",NULL,NULL,"Direction from somebody"
64,1454.297691,1454.7033,1,speech,"Writer అ",01,NULL,Writer
65,1454.7033,1455.262076,2,overlap,NULL,NULL,NULL,NULL
66,1455.262076,1458.118356,2,speech,"[LAUGH] అట్లా పెరేసుకుంటాడు అది ఒక తృప్తి అన్నమాట",1000000,NULL,"How he displayed the name that is a satisfaction."
67,1458.118356,1458.847317,1,overlap,NULL,NULL,NULL,NULL
68,1458.847317,1459.128123,1,speech,"ఒకటి చే",01,NULL,one
69,1459.128123,1462.234009,2,speech,"ఆ పొరపాటున అది superhit అయ్యిందనుకో ఎంత ప్రతిభావంతు",1000000,NULL,"If it become super hit by mistake,how talented"
70,1462.234009,1463.0821,1,overlap,NULL,NULL,NULL,NULL
71,1463.0821,1464.871885,2,speech,"రాసి ఇచ్చేస్తున్నప్పుడు వెర్రి నవ్వు నవ్వుతు",NULL,NULL,"Laughing madly while writing and handover"
72,1464.871885,1467.214772,1,speech,"[LAUGH] background [LAUGH]",101,NULL,Background
73,1467.214772,1468.389052,2,overlap,NULL,NULL,NULL,NULL
74,1468.389052,1469.154887,2,speech,"Somethings happens",NULL,NULL,"Something happens"
75,1469.154887,1481.845054,1,speech,"అర్ధమైంది అండి and ఆ అ బు acting నుంచి పక్కకొస్తే మల్లి writing side ఒస్తే ఇది వరకు uncle ఆ [COUGH] writersఉ క screenplay ఆ dialogues అని దర్శకత్వం అన్ని రకరకాలుగా ఉండి ఇంత ఇదివరకు ఉండేది కదా",00011100000000011111010000011100,NULL,"Understood sir, after coming from behind the acting to writing side, the screenplay, dialogues and direction was different types before"
76,1481.845054,1482.795257,2,speech,"ఆహా ఒకడే ఉండేవాడు అప్పుడు",1000,NULL,"Then there is only one person."
77,1483.010825,1483.288795,1,speech,Okay,NULL,NULL,Okay
78,1483.288795,1483.898626,2,overlap,NULL,NULL,NULL,NULL
79,1483.898626,1484.650279,2,speech,"అనేవారు ఇప్పుడు",NULL,NULL,"They will say it now"
80,1484.650279,1485.004832,1,speech,"హా ఆ",01,NULL,yes
81,1485.004832,1486.250023,2,overlap,NULL,NULL,NULL,NULL
82,1487.06975,1487.821402,2,speech,"ఎ Pingali",10,NULL,Pingali
83,1487.88664,1488.306431,1,speech,hmm,1,NULL,
84,1488.584401,1491.511592,2,speech,"అయినా ఇప్పుడు Mayabazarఉ ఇవి అన్ని అసలు Vijay వాళ్ళ cinema",010110000,NULL,"Even the Mayabazar was Vijay's cinema"
85,1491.511592,1491.812253,1,overlap,NULL,NULL,NULL,NULL
86,1491.812253,1492.646162,2,speech,"ఒకరే రచయిత",NULL,NULL,"One writer only"
87,1492.756783,1493.213447,1,speech,hmm,1,NULL,
88,1493.213447,1495.491097,2,speech,"అతనే పాటలు అతనే మాటలు",NULL,NULL,"The credit of songs and words goes to him"
89,1495.715174,1496.245586,1,speech,Okay,NULL,NULL,Okay
90,1496.336351,1499.589731,2,speech,"అతనే పద్యాలు ఇక వేరే వాళ్ళు లేరు Samudrala ఒకటే పేరు",NULL,NULL,"The poems are by him, no one else is there. Samudrala is one name"
91,1500.083269,1501.24904,1,speech,"తను కాకుండా ఉన్నదంతా",NULL,NULL,"Without him remaining else"
92,1501.24904,1501.728396,2,speech,అంతా,NULL,NULL,Everything
93,1501.728396,1502.579324,1,overlap,NULL,NULL,NULL,NULL
94,1502.579324,1502.911185,1,speech,ఆ,1,NULL,
95,1503.115408,1507.832383,2,speech,"అందుకని ఎం చేసాం అంటే Vijay వాళ్ళ దాంట్లో ఒక cinema ప్రారంభం అవ్వగానే",NULL,NULL,"So what we did after a movie was started in Vijay's home."
96,1507.832383,1508.320249,1,speech,hmm,1,NULL,
97,1508.402505,1519.027754,2,speech,"Producer directorఉ co-directorఉ music directorఉ కథా రచయిత daily seven అప్ లా అందుకే breakfast ఐ",00000000001000,NULL,"Producer, director, co-director, music director and story writer daily do breakfast at 7 am"
98,1519.027754,1519.345434,1,overlap,NULL,NULL,NULL,NULL
99,1519.345434,1520.230399,2,speech,"Office కి వచ్చేసేవారు",NULL,NULL,"They would come to office"
100,1520.548078,1521.041616,1,speech,hmm,1,NULL,
101,1521.19762,1525.26789,2,speech,"Breakfastలో చేసేసి తాంబులం వేసుకొని వాళ్ళు ఆమ్ cigarette discussion start",000001000,NULL,"After eating breakfast and taking paan and cigarette they start their discussion"
102,1525.330292,1525.750083,1,overlap,NULL,NULL,NULL,NULL
103,1525.750083,1530.296872,2,speech,"లా ఇలా పలానా కథ అనుకుంటున్నాం discussion discussion discussion all departments",1000001100,NULL,"Like this we are thinking a story, so have to discuss with all departments"
104,1530.296872,1531.1478,1,overlap,NULL,NULL,NULL,NULL
105,1531.167655,1531.760468,1,speech,hmm,1,NULL,
106,1531.899453,1535.422293,2,speech,"So every each and everybody of the crew",01000000,NULL,"So each and everybody of the crew"
107,1535.422293,1535.904485,1,speech,hmm,1,NULL,
108,1536.01227,1537.34539,2,speech,"అసలు ఏవిటి ఈ కథ ఏవిటి",00001,NULL,"What's the story?"
109,1537.34539,1537.629032,1,speech,Right,NULL,NULL,Right
110,1537.629032,1544.218048,2,speech,"దీని విధానం ఏవిటి ఏది ఒద్దనుకున్నాం ఆ స్వాహా so అబ్దుతంగా ఒక ఏడాది పాటు one year",00000111110011,NULL,"What's the process of this which we don't take up for a year"
111,1544.218048,1544.78817,1,speech,hmm,1,NULL,
112,1544.813698,1546.577954,2,speech,"అప్పుడు ఒక పక్కా script రాయ",NULL,NULL,"Then wrote a proper script."
113,1546.577954,1547.301243,1,overlap,NULL,NULL,NULL,NULL
114,1547.301243,1550.906339,2,speech,"Next script తయారయిన తరువాత ఇంకా there are no no changes మంచో చెడో",000010010000,NULL,"After the script was ready, good or bad there are no changes"
115,1550.951722,1551.68352,1,overlap,NULL,NULL,NULL,NULL
116,1552.006872,1552.440845,1,speech,hmm,1,NULL,
117,1552.477719,1554.721331,2,speech,"అదీ ఆ అది ఆ పోయింది",11010,NULL,"That was gone"
118,1554.721331,1555.333999,1,overlap,NULL,NULL,NULL,NULL
119,1555.333999,1561.216745,2,speech,"And నేను రాసే కాలంలో కూడా ok అది నేను script ఒక version రెండు versionలో రాసి ఇచ్చేసేవాడిని",100001110000000,NULL,"Even during the time when I was writing, I used to write the script in one version and two versions"
120,1561.230928,1561.679083,1,overlap,NULL,NULL,NULL,NULL
121,1561.679083,1564.819006,2,speech,"అప్పుడూ ఆ dateలు దొరకడమే గొప్ప",NULL,NULL,"It's always great to find those dates"
122,1564.949481,1565.295525,1,overlap,NULL,NULL,NULL,NULL
123,1565.295525,1567.422844,2,speech,"Dateలు దొరికనియి అంటే [NOISE] ఛలో రేపటినండే",000100,NULL,"If dates have been not found that means from tomorrow"
124,1567.422844,1567.851144,1,overlap,NULL,NULL,NULL,NULL
125,1567.851144,1573.092859,2,speech,"ఏవుండదు ఎం కథ ఉండదు ఒక రా కుర్రదుంటాడు వాడు ఒక అమ్మాయిని ప్రేమిస్తాడు ఆ అమ్మాయి ఛీ అం",100001010001111,NULL,"There is no story. A boy loves a girl"
126,1573.092859,1573.438902,1,overlap,NULL,NULL,NULL,NULL
127,1573.481449,1580.095993,2,speech,"వాడు నాలుగు పాటలు పడతాడు ఇంకోడు ఒచ్చి చెల్లునా కొడతాడు వాళ్ళిద్దరి మధ్య యుద్ధం ఈ ఏదో ఇంకా ఈ ఈ ఈ",00000000000111111,NULL,"He sang four songs and other one came and slaps, then war between them"
128,1580.095993,1580.569676,1,overlap,NULL,NULL,NULL,NULL
129,1580.569676,1583.417447,2,speech,"అ దీనికి నువ్ urgentగా ఎల్లుండి కాళ్ళా పది scene లు రాయాలి",1000000000,NULL,"For this you have to write ten scenes before day after tomorrow"
130,1583.417447,1584.135062,1,speech,hmm,1,NULL,
131,1584.67682,1592.539391,2,speech,"Hmm వీడు పది cassetteలు పెట్టుకొని అందాలో ఓ sceneఉ ఇందలో ఓ sceneఉ కిచిడి చేసేసి సరే అంటే quality of the film",1000000000000110000,NULL,"He has ten cassettes and mixing ten scenes from this and ten scenes from that. The quality of the film."
132,1592.590447,1593.620069,1,overlap,NULL,NULL,NULL,NULL
133,1593.620069,1594.831223,2,speech,"దాని గురించి మనం మాట్లాడం ఎందుకంటే",NULL,NULL,"We don't talk about that because"
134,1594.831223,1595.838154,1,overlap,NULL,NULL,NULL,NULL
135,1595.838154,1601.329473,2,speech,"చాలా బా ఆడి ఉండొచ్చు but ఒక ఒక కథ ఇప్పుడు వంద సార్లు చూశా నేను Mayabazar",00001111000000,NULL,"Maybe the part is well but I saw Mayabazar hundreds of times."
136,1601.459949,1602.041416,1,overlap,NULL,NULL,NULL,NULL
137,1602.041416,1602.795905,2,speech,"ఎక్కువసార్లే చూసుంటా",NULL,NULL,"Maybe I watched many times"
138,1602.835615,1603.485156,1,speech,hmm,1,NULL,
139,1604.024077,1611.134996,2,speech,"ఒక గొప్పా పౌరాణిక విధానం అంటే భరతం ఇంత entertained గా ఇంత devilized",00000000010,NULL,"A great mythological way means in India, is so much entertained and devilized"
140,1611.166196,1611.861121,1,overlap,NULL,NULL,NULL,NULL
141,1611.94054,1617.74954,2,speech,"ఆ అ cinema చూస్తుంటే మీకు అది ఇక్కడెక్కడో మనా Telugu రాష్ట్రాల్లోనే జరిగినట్టు",11000000000,NULL,"While watching the cinema you feel like this happened somewhere in our Telugu states."
142,1617.74954,1618.713924,1,overlap,NULL,NULL,NULL,NULL
143,1618.713924,1619.675472,2,speech,"అంత nativity ఉంటుంది ఆ భా",00011,NULL,"That nativity is there"
144,1619.675472,1621.028447,1,overlap,NULL,NULL,NULL,NULL
145,1621.028447,1628.221622,2,speech,"లో So that was a greatness of those people time dedication and క commitment",10000000000010,NULL,"So that was a greatness of those people. Time, dedication and commitment."
146,1628.221622,1628.700978,1,speech,hmm,1,NULL,
147,1628.822944,1633.483191,2,speech,"ఇంకా Whatever ఓ ఒక ఒక తపస్సులా చేసేవారణమట అంటే అప్పుడు అంత time ఉండేది",001100000000,NULL,"Hence whatever we did like doing penance, it means we have that much time then"
148,1633.483191,1633.795198,1,overlap,NULL,NULL,NULL,NULL
